"","entrezgene_id","model_gene","ensembl_gene_id"
"656",3156,3156.1,"ENSG00000113161"
"657",3157,3157.1,"ENSG00000112972"
"658",3157,3157.2,"ENSG00000112972"
"659",3158,3158.1,"ENSG00000134240"
"660",3162,3162.1,"ENSG00000100292"
"661",3163,3163.1,"ENSG00000103415"
"662",3163,3163.1,"ENSG00000277424"
"663",3176,3176.1,"ENSG00000150540"
"664",3177,3177.1,"ENSG00000174669"
"665",3242,3242.1,"ENSG00000158104"
"666",3251,3251.1,"ENSG00000165704"
"667",3283,3283.1,"ENSG00000203857"
"668",3284,3284.1,"ENSG00000203859"
"669",3290,3290.1,"ENSG00000117594"
"670",3290,3290.2,"ENSG00000117594"
"671",3291,3291.1,"ENSG00000176387"
"672",3292,3292.1,"ENSG00000108786"
"673",3293,3293.1,"ENSG00000130948"
"674",3294,3294.1,"ENSG00000086696"
"675",3295,3295.1,"ENSG00000133835"
"676",3340,3340.1,"ENSG00000070614"
"677",3417,3417.1,"ENSG00000138413"
"678",3418,3418.1,"ENSG00000182054"
"679",3419,3419.1,"ENSG00000166411"
"680",3420,3420.1,"ENSG00000101365"
"681",3420,3420.2,"ENSG00000101365"
"682",3420,3420.3,"ENSG00000101365"
"683",3421,3421.2,"ENSG00000067829"
"684",3421,3421.1,"ENSG00000067829"
"685",3422,3422.1,"ENSG00000067064"
"686",3423,3423.1,"ENSG00000010404"
"687",3423,3423.2,"ENSG00000010404"
"688",3425,3425.1,"ENSG00000127415"
"689",3612,3612.1,"ENSG00000133731"
"690",3613,3613.1,"ENSG00000141401"
"691",3614,3614.1,"ENSG00000106348"
"692",3614,3614.2,"ENSG00000106348"
"693",3615,3615.1,"ENSG00000178035"
"694",3620,3620.1,"ENSG00000131203"
"695",3628,3628.1,"ENSG00000151689"
"696",3631,3631.1,"ENSG00000040933"
"697",3631,3631.2,"ENSG00000040933"
"698",3632,3632.1,"ENSG00000068383"
"699",3633,3633.1,"ENSG00000204084"
"700",3635,3635.1,"ENSG00000281614"
"701",3635,3635.1,"ENSG00000168918"
"702",3636,3636.1,"ENSG00000165458"
"703",3658,3658.1,"ENSG00000136381"
"704",3704,3704.1,"ENSG00000125877"
"705",3704,3704.2,"ENSG00000125877"
"706",3706,3706.1,"ENSG00000137825"
"707",3707,3707.1,"ENSG00000143772"
"708",3712,3712.1,"ENSG00000128928"
"709",3764,3764.1,"ENSG00000121361"
"710",3767,3767.1,"ENSG00000187486"
"711",3795,3795.1,"ENSG00000138030"
"712",3795,3795.2,"ENSG00000138030"
"713",3906,3906.1,"ENSG00000167531"
"714",3931,3931.1,"ENSG00000213398"
"715",3938,3938.1,"ENSG00000115850"
"716",3939,3939.1,"ENSG00000288299"
"717",3939,3939.1,"ENSG00000134333"
"718",3945,3945.1,"ENSG00000111716"
"719",3948,3948.2,"ENSG00000166796"
"720",3948,3948.1,"ENSG00000166796"
"721",3988,3988.1,"ENSG00000107798"
"722",3990,3990.1,"ENSG00000166035"
"723",3992,3992.1,"ENSG00000149485"
"724",4017,4017.1,"ENSG00000134013"
"725",4023,4023.1,"ENSG00000175445"
"726",4025,4025.1,"ENSG00000167419"
"727",4035,4035.1,"ENSG00000123384"
"728",4036,4036.1,"ENSG00000081479"
"729",4047,4047.1,"ENSG00000281289"
"730",4047,4047.1,"ENSG00000160285"
"731",4048,4048.1,"ENSG00000111144"
"732",4051,4051.1,"ENSG00000186529"
"733",4056,4056.2,"ENSG00000283887"
"734",4056,4056.2,"ENSG00000213316"
"735",4056,4056.1,"ENSG00000283887"
"736",4056,4056.1,"ENSG00000213316"
"737",4121,4121.1,"ENSG00000111885"
"738",4122,4122.1,"ENSG00000196547"
"739",4123,4123.1,"ENSG00000140400"
"740",4124,4124.1,"ENSG00000112893"
"741",4125,4125.1,"ENSG00000104774"
"742",4126,4126.1,"ENSG00000109323"
"743",4128,4128.1,"ENSG00000189221"
"744",4129,4129.1,"ENSG00000069535"
"745",4143,4143.1,"ENSG00000151224"
"746",4144,4144.1,"ENSG00000168906"
"747",4166,4166.1,"ENSG00000183196"
"748",4190,4190.1,"ENSG00000014641"
"749",4191,4191.1,"ENSG00000146701"
"750",4199,4199.1,"ENSG00000065833"
"751",4200,4200.1,"ENSG00000082212"
"752",4245,4245.1,"ENSG00000131446"
"753",4247,4247.1,"ENSG00000168282"
"754",4248,4248.1,"ENSG00000128268"
"755",4249,4249.1,"ENSG00000152127"
"756",4257,4257.1,"ENSG00000008394"
"757",4258,4258.1,"ENSG00000085871"
"758",4259,4259.1,"ENSG00000143198"
"759",4284,4284.1,"ENSG00000135517"
"760",4329,4329.1,"ENSG00000119711"
"761",4351,4351.1,"ENSG00000178802"
"762",4353,4353.1,"ENSG00000005381"
"763",4357,4357.1,"ENSG00000128309"
"764",4363,4363.1,"ENSG00000103222"
"765",4363,4363.1,"ENSG00000278183"
"766",4507,4507.1,"ENSG00000099810"
"767",4512,4512.1,"ENSG00000198804"
"768",4513,4513.1,"ENSG00000198712"
"769",4514,4514.1,"ENSG00000198938"
"770",4519,4519.1,"ENSG00000198727"
"771",4522,4522.1,"ENSG00000100714"
"772",4524,4524.1,"ENSG00000177000"
"773",4535,4535.1,"ENSG00000198888"
"774",4536,4536.1,"ENSG00000198763"
"775",4537,4537.1,"ENSG00000198840"
"776",4538,4538.1,"ENSG00000198886"
"777",4539,4539.1,"ENSG00000212907"
"778",4540,4540.1,"ENSG00000198786"
"779",4541,4541.1,"ENSG00000198695"
"780",4548,4548.1,"ENSG00000116984"
"781",4594,4594.1,"ENSG00000146085"
"782",4597,4597.1,"ENSG00000167508"
"783",4598,4598.1,"ENSG00000110921"
"784",4668,4668.1,"ENSG00000198951"
"785",4669,4669.1,"ENSG00000108784"
"786",4694,4694.1,"ENSG00000125356"
"787",4695,4695.1,"ENSG00000131495"
"788",4696,4696.1,"ENSG00000277722"
"789",4696,4696.1,"ENSG00000276766"
"790",4696,4696.1,"ENSG00000275605"
"791",4696,4696.1,"ENSG00000276220"
"792",4696,4696.1,"ENSG00000276061"
"793",4696,4696.1,"ENSG00000273642"
"794",4696,4696.1,"ENSG00000170906"
"795",4696,4696.1,"ENSG00000278365"
"796",4696,4696.1,"ENSG00000275724"
"797",4696,4696.1,"ENSG00000274359"
"798",4697,4697.1,"ENSG00000189043"
"799",4698,4698.1,"ENSG00000128609"
"800",4700,4700.1,"ENSG00000277365"
"801",4700,4700.1,"ENSG00000273397"
"802",4700,4700.1,"ENSG00000272765"
"803",4700,4700.1,"ENSG00000184983"
"804",4700,4700.1,"ENSG00000281013"
"805",4701,4701.1,"ENSG00000267855"
"806",4702,4702.1,"ENSG00000119421"
"807",4704,4704.1,"ENSG00000139180"
"808",4705,4705.1,"ENSG00000130414"
"809",4706,4706.1,"ENSG00000004779"
"810",4707,4707.1,"ENSG00000183648"
"811",4708,4708.1,"ENSG00000090266"
"812",4709,4709.1,"ENSG00000119013"
"813",4710,4710.1,"ENSG00000065518"
"814",4711,4711.1,"ENSG00000136521"
"815",4712,4712.2,"ENSG00000165264"
"816",4712,4712.1,"ENSG00000165264"
"817",4713,4713.1,"ENSG00000099795"
"818",4714,4714.1,"ENSG00000166136"
"819",4715,4715.1,"ENSG00000147684"
"820",4716,4716.1,"ENSG00000140990"
"821",4717,4717.1,"ENSG00000109390"
"822",4718,4718.1,"ENSG00000151366"
"823",4719,4719.1,"ENSG00000023228"
"824",4719,4719.1,"ENSG00000283447"
"825",4720,4720.1,"ENSG00000158864"
"826",4722,4722.1,"ENSG00000285387"
"827",4722,4722.1,"ENSG00000213619"
"828",4723,4723.1,"ENSG00000167792"
"829",4724,4724.1,"ENSG00000164258"
"830",4725,4725.1,"ENSG00000168653"
"831",4726,4726.1,"ENSG00000145494"
"832",4728,4728.1,"ENSG00000110717"
"833",4729,4729.1,"ENSG00000178127"
"834",4731,4731.1,"ENSG00000160194"
"835",4731,4731.2,"ENSG00000160194"
"836",4758,4758.1,"ENSG00000228691"
"837",4758,4758.1,"ENSG00000227315"
"838",4758,4758.1,"ENSG00000204386"
"839",4758,4758.1,"ENSG00000223957"
"840",4758,4758.1,"ENSG00000234846"
"841",4758,4758.1,"ENSG00000234343"
"842",4758,4758.1,"ENSG00000227129"
"843",4758,4758.1,"ENSG00000184494"
"844",4759,4759.1,"ENSG00000115488"
"845",4830,4830.2,"ENSG00000239672"
"846",4830,4830.1,"ENSG00000239672"
"847",4831,4831.1,"ENSG00000243678"
"848",4832,4832.1,"ENSG00000103024"
"849",4833,4833.1,"ENSG00000103202"
"850",4837,4837.1,"ENSG00000166741"
"851",4842,4842.1,"ENSG00000089250"
"852",4843,4843.2,"ENSG00000007171"
"853",4843,4843.1,"ENSG00000007171"
"854",4846,4846.1,"ENSG00000164867"
"855",4860,4860.1,"ENSG00000198805"
"856",4881,4881.1,"ENSG00000169418"
"857",4882,4882.1,"ENSG00000159899"
"858",4882,4882.2,"ENSG00000159899"
"859",4891,4891.1,"ENSG00000110911"
"860",4905,4905.1,"ENSG00000276262"
"861",4905,4905.1,"ENSG00000073969"
"862",4905,4905.1,"ENSG00000278174"
"863",4907,4907.1,"ENSG00000135318"
"864",4942,4942.1,"ENSG00000065154"
"865",4952,4952.2,"ENSG00000122126"
"866",4952,4952.1,"ENSG00000122126"
"867",4953,4953.1,"ENSG00000115758"
"868",4967,4967.1,"ENSG00000105953"
"869",4967,4967.2,"ENSG00000105953"
"870",5009,5009.1,"ENSG00000036473"
"871",5019,5019.1,"ENSG00000083720"
"872",5033,5033.1,"ENSG00000122884"
"873",5034,5034.1,"ENSG00000185624"
"874",5048,5048.1,"ENSG00000007168"
"875",5049,5049.1,"ENSG00000168092"
"876",5050,5050.1,"ENSG00000079462"
"877",5051,5051.1,"ENSG00000158006"
"878",5052,5052.1,"ENSG00000117450"
"879",5052,5052.2,"ENSG00000117450"
"880",5052,5052.3,"ENSG00000117450"
"881",5053,5053.1,"ENSG00000171759"
"882",5091,5091.1,"ENSG00000173599"
"883",5091,5091.2,"ENSG00000173599"
"884",5092,5092.1,"ENSG00000166228"
"885",5092,5092.2,"ENSG00000166228"
"886",5095,5095.1,"ENSG00000175198"
"887",5096,5096.1,"ENSG00000114054"
"888",5105,5105.1,"ENSG00000124253"
"889",5106,5106.1,"ENSG00000285241"
"890",5106,5106.1,"ENSG00000100889"
"891",5130,5130.1,"ENSG00000161217"
"892",5136,5136.2,"ENSG00000115252"
"893",5136,5136.1,"ENSG00000115252"
"894",5137,5137.1,"ENSG00000154678"
"895",5138,5138.1,"ENSG00000186642"
"896",5139,5139.1,"ENSG00000172572"
"897",5140,5140.2,"ENSG00000152270"
"898",5140,5140.1,"ENSG00000152270"
"899",5141,5141.1,"ENSG00000065989"
"900",5142,5142.1,"ENSG00000184588"
"901",5143,5143.1,"ENSG00000105650"
"902",5144,5144.1,"ENSG00000113448"
"903",5145,5145.1,"ENSG00000132915"
"904",5146,5146.1,"ENSG00000095464"
"905",5147,5147.1,"ENSG00000156973"
"906",5148,5148.1,"ENSG00000185527"
"907",5149,5149.1,"ENSG00000139053"
"908",5150,5150.1,"ENSG00000205268"
"909",5150,5150.2,"ENSG00000205268"
"910",5151,5151.1,"ENSG00000073417"
"911",5151,5151.3,"ENSG00000073417"
"912",5151,5151.5,"ENSG00000073417"
"913",5151,5151.2,"ENSG00000073417"
"914",5151,5151.4,"ENSG00000073417"
"915",5152,5152.17,"ENSG00000160191"
"916",5152,5152.6,"ENSG00000160191"
"917",5152,5152.2,"ENSG00000160191"
"918",5152,5152.13,"ENSG00000160191"
"919",5152,5152.12,"ENSG00000160191"
"920",5152,5152.3,"ENSG00000160191"
"921",5152,5152.2,"ENSG00000160191"
"922",5152,5152.19,"ENSG00000160191"
"923",5152,5152.11,"ENSG00000160191"
"924",5152,5152.5,"ENSG00000160191"
"925",5152,5152.14,"ENSG00000160191"
"926",5152,5152.18,"ENSG00000160191"
"927",5152,5152.16,"ENSG00000160191"
"928",5152,5152.15,"ENSG00000160191"
"929",5152,5152.4,"ENSG00000160191"
"930",5152,5152.1,"ENSG00000160191"
"931",5152,5152.7,"ENSG00000160191"
"932",5152,5152.1,"ENSG00000160191"
"933",5153,5153.1,"ENSG00000123360"
"934",5158,5158.1,"ENSG00000133256"
"935",5160,5160.1,"ENSG00000131828"
"936",5161,5161.1,"ENSG00000163114"
"937",5162,5162.1,"ENSG00000168291"
"938",5167,5167.1,"ENSG00000197594"
"939",5168,5168.1,"ENSG00000136960"
"940",5169,5169.1,"ENSG00000154269"
"941",5172,5172.1,"ENSG00000091137"
"942",5184,5184.1,"ENSG00000124299"
"943",5198,5198.1,"ENSG00000178921"
"944",5207,5207.1,"ENSG00000158571"
"945",5208,5208.1,"ENSG00000123836"
"946",5209,5209.1,"ENSG00000170525"
"947",5210,5210.1,"ENSG00000114268"
"948",5211,5211.1,"ENSG00000141959"
"949",5211,5211.2,"ENSG00000141959"
"950",5213,5213.1,"ENSG00000152556"
"951",5214,5214.1,"ENSG00000067057"
"952",5223,5223.1,"ENSG00000171314"
"953",5224,5224.1,"ENSG00000164708"
"954",5224,5224.2,"ENSG00000164708"
"955",5226,5226.1,"ENSG00000142657"
"956",5230,5230.1,"ENSG00000102144"
"957",5232,5232.1,"ENSG00000170950"
"958",5236,5236.1,"ENSG00000079739"
"959",5238,5238.1,"ENSG00000013375"
"960",5244,5244.2,"ENSG00000005471"
"961",5244,5244.1,"ENSG00000005471"
"962",5244,5244.3,"ENSG00000005471"
"963",5250,5250.1,"ENSG00000075415"
"964",5250,5250.2,"ENSG00000075415"
"965",5250,5250.4,"ENSG00000075415"
"966",5250,5250.3,"ENSG00000075415"
"967",5251,5251.1,"ENSG00000102174"
"968",5264,5264.1,"ENSG00000107537"
"969",5265,5265.1,"ENSG00000277377"
"970",5265,5265.1,"ENSG00000197249"
"971",5277,5277.1,"ENSG00000165195"
"972",5277,5277.2,"ENSG00000165195"
"973",5277,5277.3,"ENSG00000165195"
"974",5279,5279.2,"ENSG00000135845"
"975",5279,5279.1,"ENSG00000135845"
"976",5281,5281.1,"ENSG00000151665"
"977",5281,5281.2,"ENSG00000151665"
"978",5283,5283.1,"ENSG00000100564"
"979",5286,5286.1,"ENSG00000011405"
"980",5287,5287.1,"ENSG00000133056"
"981",5288,5288.1,"ENSG00000139144"
"982",5289,5289.1,"ENSG00000078142"
"983",5290,5290.1,"ENSG00000121879"
"984",5291,5291.1,"ENSG00000051382"
"985",5293,5293.1,"ENSG00000171608"
"986",5294,5294.1,"ENSG00000105851"
"987",5295,5295.2,"ENSG00000145675"
"988",5295,5295.1,"ENSG00000145675"
"989",5295,5295.3,"ENSG00000145675"
"990",5296,5296.1,"ENSG00000105647"
"991",5297,5297.1,"ENSG00000241973"
"992",5298,5298.1,"ENSG00000143393"
"993",5305,5305.1,"ENSG00000150867"
"994",5313,5313.2,"ENSG00000143627"
"995",5313,5313.2,"ENSG00000262785"
"996",5313,5313.1,"ENSG00000143627"
"997",5313,5313.1,"ENSG00000262785"
"998",5315,5315.3,"ENSG00000067225"
"999",5315,5315.2,"ENSG00000067225"
"1000",5315,5315.1,"ENSG00000067225"
"1001",5319,5319.1,"ENSG00000170890"
"1002",5320,5320.1,"ENSG00000188257"
"1003",5321,5321.1,"ENSG00000116711"
"1004",5322,5322.1,"ENSG00000127472"
"1005",5330,5330.1,"ENSG00000137841"
"1006",5331,5331.1,"ENSG00000149782"
"1007",5332,5332.1,"ENSG00000101333"
"1008",5332,5332.2,"ENSG00000101333"
"1009",5333,5333.1,"ENSG00000187091"
"1010",5334,5334.1,"ENSG00000115896"
"1011",5335,5335.1,"ENSG00000124181"
"1012",5335,5335.2,"ENSG00000124181"
"1013",5336,5336.1,"ENSG00000197943"
"1014",5337,5337.1,"ENSG00000075651"
"1015",5338,5338.1,"ENSG00000129219"
"1016",5340,5340.1,"ENSG00000122194"
"1017",5351,5351.1,"ENSG00000083444"
"1018",5352,5352.2,"ENSG00000152952"
"1019",5352,5352.1,"ENSG00000152952"
"1020",5372,5372.1,"ENSG00000100417"
"1021",5373,5373.1,"ENSG00000140650"
"1022",5406,5406.1,"ENSG00000175535"
"1023",5407,5407.1,"ENSG00000187021"
"1024",5408,5408.1,"ENSG00000266200"
"1025",5409,5409.1,"ENSG00000141744"
"1026",5464,5464.1,"ENSG00000180817"
"1027",5471,5471.1,"ENSG00000128059"
"1028",5476,5476.1,"ENSG00000064601"
"1029",5498,5498.1,"ENSG00000143224"
"1030",5538,5538.1,"ENSG00000131238"
"1031",5625,5625.1,"ENSG00000100033"
"1032",5631,5631.1,"ENSG00000147224"
"1033",5634,5634.1,"ENSG00000101911"
"1034",5723,5723.1,"ENSG00000146733"
"1035",5728,5728.1,"ENSG00000284792"
"1036",5728,5728.1,"ENSG00000171862"
"1037",5730,5730.1,"ENSG00000107317"
"1038",5740,5740.1,"ENSG00000124212"
"1039",5742,5742.1,"ENSG00000095303"
"1040",5743,5743.1,"ENSG00000073756"
"1041",5805,5805.1,"ENSG00000150787"
"1042",5825,5825.1,"ENSG00000117528"
"1043",5831,5831.2,"ENSG00000183010"
"1044",5831,5831.1,"ENSG00000183010"
"1045",5832,5832.1,"ENSG00000059573"
"1046",5833,5833.1,"ENSG00000185813"
"1047",5834,5834.1,"ENSG00000100994"
"1048",5836,5836.1,"ENSG00000100504"
"1049",5837,5837.1,"ENSG00000068976"
"1050",5860,5860.1,"ENSG00000151552"
"1051",5947,5947.1,"ENSG00000114115"
"1052",5948,5948.1,"ENSG00000114113"
"1053",5950,5950.1,"ENSG00000138207"
"1054",5959,5959.1,"ENSG00000135437"
"1055",5973,5973.1,"ENSG00000102032"
"1056",6005,6005.1,"ENSG00000112077"
"1057",6120,6120.2,"ENSG00000197713"
"1058",6120,6120.1,"ENSG00000197713"
"1059",6184,6184.1,"ENSG00000163902"
"1060",6185,6185.1,"ENSG00000118705"
"1061",6240,6240.1,"ENSG00000167325"
"1062",6241,6241.1,"ENSG00000171848"
"1063",6303,6303.1,"ENSG00000130066"
"1064",6307,6307.1,"ENSG00000052802"
"1065",6309,6309.1,"ENSG00000109929"
"1066",6319,6319.1,"ENSG00000099194"
"1067",6342,6342.1,"ENSG00000116171"
"1068",6389,6389.1,"ENSG00000073578"
"1069",6390,6390.1,"ENSG00000117118"
"1070",6391,6391.1,"ENSG00000143252"
"1071",6392,6392.1,"ENSG00000204370"
"1072",6448,6448.1,"ENSG00000181523"
"1073",6470,6470.1,"ENSG00000284320"
"1074",6470,6470.1,"ENSG00000176974"
"1075",6470,6470.2,"ENSG00000284320"
"1076",6470,6470.2,"ENSG00000176974"
"1077",6472,6472.1,"ENSG00000182199"
"1078",6476,6476.1,"ENSG00000090402"
"1079",6480,6480.3,"ENSG00000073849"
"1080",6480,6480.1,"ENSG00000073849"
"1081",6480,6480.2,"ENSG00000073849"
"1082",6482,6482.1,"ENSG00000008513"
"1083",6482,6482.2,"ENSG00000008513"
"1084",6483,6483.1,"ENSG00000157350"
"1085",6484,6484.1,"ENSG00000110080"
"1086",6487,6487.6,"ENSG00000126091"
"1087",6487,6487.4,"ENSG00000126091"
"1088",6487,6487.11,"ENSG00000126091"
"1089",6487,6487.1,"ENSG00000126091"
"1090",6487,6487.7,"ENSG00000126091"
"1091",6487,6487.9,"ENSG00000126091"
"1092",6487,6487.5,"ENSG00000126091"
"1093",6487,6487.3,"ENSG00000126091"
"1094",6487,6487.8,"ENSG00000126091"
"1095",6487,6487.1,"ENSG00000126091"
"1096",6487,6487.2,"ENSG00000126091"
"1097",6489,6489.1,"ENSG00000111728"
"1098",6505,6505.1,"ENSG00000106688"
"1099",6506,6506.1,"ENSG00000110436"
"1100",6507,6507.1,"ENSG00000079215"
"1101",6508,6508.1,"ENSG00000114923"
"1102",6508,6508.2,"ENSG00000114923"
"1103",6509,6509.1,"ENSG00000115902"
"1104",6510,6510.1,"ENSG00000105281"
"1105",6511,6511.1,"ENSG00000105143"
"1106",6512,6512.1,"ENSG00000162383"
"1107",6513,6513.1,"ENSG00000117394"
"1108",6514,6514.1,"ENSG00000163581"
"1109",6515,6515.1,"ENSG00000059804"
"1110",6517,6517.1,"ENSG00000181856"
"1111",6517,6517.1,"ENSG00000288174"
"1112",6518,6518.1,"ENSG00000142583"
"1113",6519,6519.1,"ENSG00000138079"
"1114",6520,6520.1,"ENSG00000168003"
"1115",6521,6521.1,"ENSG00000004939"
"1116",6522,6522.1,"ENSG00000164889"
"1117",6523,6523.1,"ENSG00000100170"
"1118",6524,6524.1,"ENSG00000140675"
"1119",6526,6526.1,"ENSG00000198743"
"1120",6528,6528.1,"ENSG00000105641"
"1121",6529,6529.1,"ENSG00000157103"
"1122",6530,6530.1,"ENSG00000103546"
"1123",6531,6531.1,"ENSG00000142319"
"1124",6531,6531.1,"ENSG00000276996"
"1125",6532,6532.1,"ENSG00000108576"
"1126",6533,6533.1,"ENSG00000131389"
"1127",6534,6534.1,"ENSG00000011083"
"1128",6535,6535.1,"ENSG00000130821"
"1129",6536,6536.1,"ENSG00000196517"
"1130",6536,6536.2,"ENSG00000196517"
"1131",6538,6538.1,"ENSG00000132164"
"1132",6539,6539.1,"ENSG00000111181"
"1133",6540,6540.1,"ENSG00000010379"
"1134",6541,6541.1,"ENSG00000139514"
"1135",6542,6542.1,"ENSG00000003989"
"1136",6543,6543.1,"ENSG00000118160"
"1137",6546,6546.1,"ENSG00000183023"
"1138",6547,6547.1,"ENSG00000100678"
"1139",6547,6547.5,"ENSG00000100678"
"1140",6547,6547.3,"ENSG00000100678"
"1141",6547,6547.4,"ENSG00000100678"
"1142",6547,6547.6,"ENSG00000100678"
"1143",6547,6547.2,"ENSG00000100678"
"1144",6548,6548.1,"ENSG00000090020"
"1145",6549,6549.1,"ENSG00000115616"
"1146",6550,6550.1,"ENSG00000066230"
"1147",6550,6550.1,"ENSG00000281861"
"1148",6553,6553.1,"ENSG00000135740"
"1149",6554,6554.1,"ENSG00000100652"
"1150",6555,6555.1,"ENSG00000125255"
"1151",6556,6556.1,"ENSG00000018280"
"1152",6557,6557.1,"ENSG00000074803"
"1153",6558,6558.1,"ENSG00000064651"
"1154",6559,6559.1,"ENSG00000070915"
"1155",6560,6560.1,"ENSG00000124067"
"1156",6561,6561.1,"ENSG00000081800"
"1157",6563,6563.1,"ENSG00000141469"
"1158",6564,6564.1,"ENSG00000088386"
"1159",6565,6565.1,"ENSG00000163406"
"1160",6566,6566.1,"ENSG00000281917"
"1161",6566,6566.1,"ENSG00000155380"
"1162",6567,6567.1,"ENSG00000147100"
"1163",6568,6568.1,"ENSG00000124568"
"1164",6569,6569.1,"ENSG00000131183"
"1165",6570,6570.1,"ENSG00000036565"
"1166",6571,6571.1,"ENSG00000165646"
"1167",6572,6572.1,"ENSG00000187714"
"1168",6573,6573.2,"ENSG00000173638"
"1169",6573,6573.1,"ENSG00000173638"
"1170",6574,6574.1,"ENSG00000144136"
"1171",6575,6575.1,"ENSG00000168575"
"1172",6576,6576.1,"ENSG00000100075"
"1173",6578,6578.1,"ENSG00000174640"
"1174",6579,6579.1,"ENSG00000084453"
"1175",6580,6580.1,"ENSG00000175003"
"1176",6581,6581.1,"ENSG00000146477"
"1177",6582,6582.1,"ENSG00000112499"
"1178",6582,6582.2,"ENSG00000112499"
"1179",6583,6583.1,"ENSG00000197208"
"1180",6584,6584.1,"ENSG00000197375"
"1181",6609,6609.1,"ENSG00000166311"
"1182",6610,6610.1,"ENSG00000135587"
"1183",6611,6611.1,"ENSG00000102172"
"1184",6646,6646.1,"ENSG00000057252"
"1185",6647,6647.1,"ENSG00000142168"
"1186",6648,6648.1,"ENSG00000112096"
"1187",6648,6648.1,"ENSG00000285441"
"1188",6649,6649.1,"ENSG00000109610"
"1189",6652,6652.1,"ENSG00000140263"
"1190",6675,6675.1,"ENSG00000117143"
"1191",6697,6697.1,"ENSG00000116096"
"1192",6713,6713.1,"ENSG00000104549"
"1193",6715,6715.1,"ENSG00000145545"
"1194",6716,6716.1,"ENSG00000277893"
"1195",6718,6718.1,"ENSG00000122787"
"1196",6723,6723.1,"ENSG00000116649"
"1197",6783,6783.1,"ENSG00000109193"
"1198",6785,6785.1,"ENSG00000118402"
"1199",6799,6799.1,"ENSG00000197165"
"1200",6799,6799.2,"ENSG00000197165"
"1201",6817,6817.5,"ENSG00000196502"
"1202",6817,6817.2,"ENSG00000196502"
"1203",6817,6817.4,"ENSG00000196502"
"1204",6817,6817.3,"ENSG00000196502"
"1205",6817,6817.1,"ENSG00000196502"
"1206",6818,6818.2,"ENSG00000261052"
"1207",6818,6818.3,"ENSG00000261052"
"1208",6818,6818.1,"ENSG00000261052"
"1209",6820,6820.2,"ENSG00000088002"
"1210",6820,6820.1,"ENSG00000088002"
"1211",6821,6821.1,"ENSG00000139531"
"1212",6822,6822.1,"ENSG00000105398"
"1213",6833,6833.1,"ENSG00000006071"
"1214",6839,6839.1,"ENSG00000101945"
"1215",6888,6888.1,"ENSG00000177156"
"1216",6898,6898.1,"ENSG00000198650"
"1217",6916,6916.1,"ENSG00000059377"
"1218",6999,6999.1,"ENSG00000151790"
"1219",6999,6999.1,"ENSG00000262635"
"1220",7001,7001.2,"ENSG00000167815"
"1221",7001,7001.3,"ENSG00000167815"
"1222",7001,7001.1,"ENSG00000167815"
"1223",7037,7037.1,"ENSG00000072274"
"1224",7054,7054.3,"ENSG00000180176"
"1225",7054,7054.1,"ENSG00000180176"
"1226",7054,7054.2,"ENSG00000180176"
"1227",7083,7083.1,"ENSG00000167900"
"1228",7084,7084.1,"ENSG00000166548"
"1229",7086,7086.1,"ENSG00000163931"
"1230",7108,7108.1,"ENSG00000149809"
"1231",7166,7166.1,"ENSG00000129167"
"1232",7167,7167.1,"ENSG00000111669"
"1233",7173,7173.3,"ENSG00000277603"
"1234",7173,7173.3,"ENSG00000115705"
"1235",7173,7173.5,"ENSG00000277603"
"1236",7173,7173.5,"ENSG00000115705"
"1237",7173,7173.1,"ENSG00000277603"
"1238",7173,7173.1,"ENSG00000115705"
"1239",7173,7173.4,"ENSG00000277603"
"1240",7173,7173.4,"ENSG00000115705"
"1241",7173,7173.2,"ENSG00000277603"
"1242",7173,7173.2,"ENSG00000115705"
"1243",7177,7177.1,"ENSG00000172236"
"1244",7263,7263.1,"ENSG00000128311"
"1245",7264,7264.1,"ENSG00000278243"
"1246",7264,7264.1,"ENSG00000104522"
"1247",7295,7295.1,"ENSG00000136810"
"1248",7296,7296.2,"ENSG00000198431"
"1249",7296,7296.3,"ENSG00000198431"
"1250",7296,7296.4,"ENSG00000198431"
"1251",7296,7296.1,"ENSG00000198431"
"1252",7298,7298.1,"ENSG00000176890"
"1253",7299,7299.1,"ENSG00000077498"
"1254",7306,7306.1,"ENSG00000107165"
"1255",7350,7350.1,"ENSG00000109424"
"1256",7351,7351.1,"ENSG00000175567"
"1257",7352,7352.2,"ENSG00000175564"
"1258",7352,7352.1,"ENSG00000175564"
"1259",7355,7355.1,"ENSG00000102100"
"1260",7357,7357.1,"ENSG00000148154"
"1261",7358,7358.1,"ENSG00000109814"
"1262",7360,7360.2,"ENSG00000169764"
"1263",7360,7360.1,"ENSG00000169764"
"1264",7363,7363.1,"ENSG00000156096"
"1265",7364,7364.1,"ENSG00000171234"
"1266",7365,7365.1,"ENSG00000109181"
"1267",7365,7365.1,"ENSG00000275190"
"1268",7366,7366.1,"ENSG00000196620"
"1269",7366,7366.1,"ENSG00000277132"
"1270",7367,7367.1,"ENSG00000197888"
"1271",7368,7368.1,"ENSG00000174607"
"1272",7371,7371.1,"ENSG00000143179"
"1273",7372,7372.1,"ENSG00000114491"
"1274",7378,7378.1,"ENSG00000183696"
"1275",7378,7378.2,"ENSG00000183696"
"1276",7381,7381.1,"ENSG00000156467"
"1277",7384,7384.1,"ENSG00000010256"
